raca,sexo,turno_parto,historico_parto,tipo_parto,peso_mae_kg,peso_nascimento_kg,peso_360_dias_kg
Nelore,M,Tarde,Multípara,Normal,386.4,34.6,257.8
Nelore,F,Manhã,Multípara,Normal,425.8,31.8,268.3
Nelore,F,Manhã,Multípara,Normal,427.5,28.5,256.2
Nelore,M,Noite,Multípara,Normal,402.0,32.9,282.8
Nelore,M,Manhã,Multípara,Normal,480.0,29.3,282.5
Nelore,M,Noite,Primípara,Normal,450.1,31.6,297.7
Nelore,F,Noite,Primípara,Normal,441.4,29.8,238.6
Nelore,M,Manhã,Multípara,Normal,399.8,26.1,246.8
Nelore,F,Manhã,Primípara,Distocia,448.2,28.6,249.0
Nelore,M,Tarde,Multípara,Normal,344.9,33.2,279.3
Nelore,M,Manhã,Primípara,Normal,443.5,30.2,260.3
Nelore,F,Tarde,Multípara,Normal,452.5,31.1,246.7
Nelore,F,Tarde,Primípara,Normal,459.7,24.5,257.9
Nelore,F,Tarde,Multípara,Normal,387.4,27.7,239.7
Nelore,F,Tarde,Primípara,Normal,459.0,31.6,264.8
Nelore,F,Manhã,Primípara,Normal,408.3,28.5,226.1
Nelore,F,Tarde,Primípara,Normal,417.5,29.5,251.8
Nelore,F,Manhã,Multípara,Normal,478.7,28.4,233.2
Nelore,F,Manhã,Primípara,Normal,530.6,28.6,234.7
Nelore,M,Tarde,Multípara,Normal,452.1,25.1,271.8
Nelore,F,Noite,Primípara,Normal,417.3,31.0,264.9
Nelore,F,Manhã,Primípara,Normal,457.5,33.9,257.9
Nelore,M,Tarde,Multípara,Distocia,487.6,28.8,261.1
Nelore,F,Tarde,Multípara,Normal,474.8,27.2,267.2
Nelore,M,Manhã,Multípara,Normal,559.7,33.3,297.4
Nelore,M,Manhã,Multípara,Normal,421.4,36.4,286.0
Nelore,F,Noite,Multípara,Normal,460.1,30.0,271.8
Nelore,M,Tarde,Multípara,Normal,512.0,28.3,275.8
Nelore,F,Tarde,Multípara,Normal,509.4,29.4,249.5
Nelore,M,Tarde,Multípara,Normal,372.0,28.9,270.4
Nelore,M,Manhã,Multípara,Normal,449.9,30.0,266.4
Nelore,M,Tarde,Multípara,Normal,509.4,31.1,284.9
Nelore,F,Tarde,Multípara,Distocia,565.6,27.2,234.5
Nelore,F,Tarde,Primípara,Distocia,478.2,26.2,236.9
Nelore,M,Manhã,Primípara,Normal,435.3,30.7,275.4
Nelore,M,Manhã,Multípara,Distocia,409.6,32.6,277.2
Nelore,F,Manhã,Multípara,Normal,538.7,25.7,262.9
Nelore,F,Noite,Multípara,Normal,479.1,31.2,264.0
Nelore,M,Tarde,Primípara,Normal,416.1,29.4,273.0
Nelore,M,Tarde,Multípara,Normal,441.9,34.2,283.3
Nelore,F,Manhã,Primípara,Distocia,462.4,30.8,251.3
Nelore,F,Manhã,Multípara,Normal,471.8,28.4,235.8
Nelore,F,Tarde,Primípara,Normal,414.0,30.3,217.3
Nelore,F,Tarde,Multípara,Normal,425.4,27.5,254.0
Nelore,F,Tarde,Multípara,Distocia,383.9,34.0,248.1
Nelore,M,Manhã,Primípara,Normal,491.6,28.1,275.0
Nelore,F,Tarde,Multípara,Distocia,436.3,31.1,253.5
Nelore,M,Manhã,Multípara,Normal,468.7,31.4,272.6
Nelore,F,Manhã,Primípara,Normal,506.9,25.4,238.7
Nelore,M,Tarde,Multípara,Normal,458.8,34.7,277.9
Nelore,F,Manhã,Multípara,Normal,445.5,28.2,251.5
Nelore,F,Manhã,Multípara,Normal,457.8,24.9,219.4
Nelore,M,Tarde,Primípara,Normal,452.5,21.9,245.8
Nelore,M,Tarde,Multípara,Normal,499.8,29.4,284.4
Nelore,F,Noite,Multípara,Normal,462.4,34.1,247.7
Nelore,F,Tarde,Multípara,Normal,428.2,33.8,248.2
Nelore,F,Manhã,Multípara,Normal,491.9,27.8,224.4
Nelore,F,Manhã,Multípara,Normal,499.2,28.9,261.8
Nelore,F,Noite,Primípara,Normal,396.5,27.1,226.5
Nelore,M,Tarde,Primípara,Normal,511.3,26.5,262.3
Nelore,M,Tarde,Multípara,Normal,464.6,29.2,259.5
Nelore,F,Manhã,Multípara,Normal,461.3,32.9,254.0
Nelore,M,Tarde,Primípara,Normal,490.3,32.0,267.1
Nelore,M,Manhã,Primípara,Normal,427.3,31.3,298.2
Nelore,M,Tarde,Multípara,Distocia,488.2,28.0,237.1
Nelore,F,Noite,Multípara,Normal,434.9,30.3,243.1
Nelore,M,Noite,Primípara,Distocia,391.0,23.6,241.4
Nelore,F,Tarde,Primípara,Normal,410.1,31.0,237.3
Nelore,M,Tarde,Multípara,Normal,472.7,32.8,287.9
Nelore,F,Noite,Multípara,Normal,412.2,26.0,224.6
Nelore,M,Tarde,Multípara,Normal,514.4,36.8,320.1
Nelore,F,Manhã,Multípara,Normal,497.6,24.6,230.2
Nelore,F,Tarde,Multípara,Normal,503.3,31.6,233.8
Nelore,M,Manhã,Multípara,Normal,455.0,33.7,269.3
Nelore,F,Tarde,Multípara,Normal,460.3,26.3,246.9
Nelore,F,Tarde,Primípara,Normal,402.3,28.4,237.4
Nelore,F,Tarde,Multípara,Normal,489.8,25.1,252.7
Nelore,F,Manhã,Multípara,Normal,465.2,21.5,237.0
Nelore,F,Manhã,Multípara,Normal,472.7,26.8,237.8
Nelore,F,Tarde,Multípara,Normal,517.5,28.2,249.6
Nelore,F,Noite,Multípara,Normal,425.8,31.9,246.6
Nelore,F,Tarde,Multípara,Normal,445.0,30.2,272.4
Nelore,M,Manhã,Primípara,Normal,463.1,30.8,287.2
Nelore,M,Noite,Multípara,Normal,412.6,29.0,289.5
Nelore,F,Noite,Multípara,Normal,442.5,28.4,255.0
Nelore,F,Manhã,Multípara,Normal,469.7,27.2,245.2
Nelore,M,Manhã,Multípara,Normal,437.0,28.3,256.6
Nelore,M,Tarde,Multípara,Normal,502.4,30.2,285.8
Nelore,M,Noite,Multípara,Normal,389.6,32.2,270.8
Nelore,F,Noite,Primípara,Normal,494.9,26.8,247.6
Nelore,M,Noite,Primípara,Distocia,476.4,29.5,265.3
Nelore,F,Tarde,Multípara,Normal,427.2,32.1,227.2
Nelore,F,Tarde,Multípara,Normal,413.0,28.5,255.8
Nelore,M,Manhã,Multípara,Normal,366.8,28.0,256.9
Nelore,F,Manhã,Multípara,Normal,418.2,31.7,232.5
Nelore,F,Tarde,Primípara,Normal,491.9,29.3,260.3
Nelore,F,Tarde,Multípara,Normal,447.8,31.0,241.9
Nelore,F,Tarde,Primípara,Normal,496.5,30.4,264.7
Nelore,M,Tarde,Multípara,Normal,425.2,33.4,290.3
Nelore,M,Manhã,Multípara,Normal,478.3,32.1,296.7
Nelore,F,Tarde,Multípara,Normal,421.3,37.2,261.7
Nelore,F,Manhã,Primípara,Normal,411.4,24.6,225.9
Nelore,M,Tarde,Primípara,Normal,445.7,28.7,263.7
Nelore,F,Tarde,Multípara,Normal,423.4,32.9,244.6
Nelore,M,Tarde,Multípara,Normal,388.3,32.4,271.6
Nelore,F,Noite,Multípara,Normal,442.7,32.3,252.1
Nelore,F,Manhã,Primípara,Normal,454.3,29.0,238.3
Nelore,M,Tarde,Multípara,Normal,500.7,36.1,284.2
Nelore,M,Manhã,Multípara,Distocia,487.5,29.0,266.8
Nelore,M,Tarde,Multípara,Normal,498.8,36.0,292.2
Nelore,M,Noite,Multípara,Distocia,478.8,35.5,269.4
Nelore,F,Tarde,Primípara,Normal,463.3,24.9,249.1
Nelore,M,Noite,Multípara,Normal,400.8,33.9,298.6
Nelore,F,Manhã,Multípara,Normal,456.0,29.9,262.1
Nelore,M,Noite,Multípara,Normal,473.9,30.2,270.4
Nelore,M,Manhã,Multípara,Normal,508.3,26.3,274.0
Nelore,F,Noite,Multípara,Normal,477.5,27.0,265.0
Nelore,M,Manhã,Primípara,Normal,499.6,32.6,274.9
Nelore,M,Manhã,Multípara,Normal,408.7,34.4,289.3
Nelore,M,Tarde,Multípara,Normal,436.9,31.4,259.1
Nelore,M,Noite,Multípara,Distocia,467.2,34.5,298.9
Nelore,F,Manhã,Primípara,Normal,496.4,31.3,255.1
Nelore,F,Manhã,Multípara,Normal,444.2,30.5,277.0
Nelore,M,Noite,Primípara,Normal,446.7,28.3,291.1
Nelore,M,Manhã,Primípara,Normal,477.5,31.8,282.4
Nelore,M,Manhã,Multípara,Normal,405.0,33.5,268.3
Nelore,F,Tarde,Multípara,Normal,514.3,32.0,267.0
Nelore,F,Manhã,Multípara,Distocia,414.8,32.6,239.1
Nelore,F,Noite,Multípara,Normal,373.3,25.9,223.5
Nelore,F,Tarde,Multípara,Normal,450.4,28.5,226.3
Nelore,M,Tarde,Multípara,Normal,517.9,26.3,269.8
Nelore,M,Noite,Multípara,Normal,473.5,34.2,275.8
Nelore,M,Tarde,Primípara,Normal,480.0,29.9,285.8
Nelore,F,Manhã,Multípara,Normal,451.7,31.3,265.4
Nelore,M,Manhã,Multípara,Normal,443.9,27.6,276.9
Nelore,F,Tarde,Multípara,Normal,388.2,34.2,255.3
Nelore,F,Manhã,Multípara,Normal,359.6,26.4,217.3
Nelore,M,Noite,Primípara,Normal,457.9,32.8,285.7
Nelore,M,Tarde,Multípara,Normal,502.5,32.4,298.3
Nelore,M,Manhã,Primípara,Normal,463.8,29.9,269.9
Nelore,F,Tarde,Multípara,Normal,474.9,29.2,253.1
Nelore,F,Tarde,Primípara,Normal,513.3,26.6,249.2
Nelore,M,Noite,Multípara,Normal,463.2,35.9,311.6
Nelore,M,Noite,Multípara,Normal,445.1,32.0,289.6
Nelore,F,Tarde,Multípara,Normal,417.3,26.2,242.9
Nelore,M,Tarde,Multípara,Normal,530.9,30.8,268.7
Nelore,F,Tarde,Multípara,Normal,471.1,30.4,256.2
Nelore,F,Tarde,Multípara,Normal,412.3,32.7,249.2
Nelore,M,Manhã,Multípara,Normal,403.2,30.2,266.5
Nelore,M,Manhã,Multípara,Normal,500.1,30.4,264.7
Nelore,M,Tarde,Multípara,Normal,408.5,32.1,260.9
Nelore,M,Manhã,Primípara,Normal,524.2,33.1,293.1
Nelore,F,Manhã,Multípara,Normal,339.7,25.9,236.6
Nelore,F,Tarde,Primípara,Normal,506.9,30.0,251.5
Nelore,F,Manhã,Multípara,Normal,469.5,28.6,244.6
Nelore,M,Tarde,Multípara,Normal,454.7,31.0,299.7
Nelore,F,Tarde,Multípara,Distocia,443.0,36.0,250.4
Nelore,M,Noite,Multípara,Normal,525.6,31.4,288.3
Nelore,M,Tarde,Multípara,Normal,478.3,34.3,288.5
Nelore,M,Manhã,Primípara,Distocia,413.9,32.7,250.1
Nelore,M,Tarde,Multípara,Normal,381.2,28.5,267.7
Nelore,M,Noite,Primípara,Normal,457.1,25.0,255.6
Nelore,M,Noite,Multípara,Normal,450.0,34.5,285.8
Nelore,F,Tarde,Primípara,Normal,389.2,25.2,234.3
Nelore,M,Manhã,Multípara,Normal,447.8,27.0,290.5
Nelore,F,Noite,Multípara,Normal,427.0,33.1,238.4
Nelore,F,Manhã,Primípara,Distocia,450.4,25.4,239.0
Nelore,M,Tarde,Multípara,Normal,479.0,29.7,289.0
Nelore,M,Tarde,Multípara,Normal,509.7,37.9,296.1
Nelore,M,Manhã,Multípara,Normal,486.4,27.0,280.2
Nelore,F,Manhã,Multípara,Normal,421.1,26.2,256.0
Nelore,M,Manhã,Primípara,Normal,464.8,29.1,265.8
Nelore,F,Tarde,Primípara,Normal,452.5,27.8,247.7
Nelore,M,Noite,Multípara,Normal,396.7,29.3,270.2
Nelore,M,Manhã,Multípara,Normal,465.9,28.5,280.1
Nelore,F,Noite,Multípara,Normal,524.3,34.5,281.7
Nelore,F,Manhã,Primípara,Normal,451.3,29.3,250.4
Nelore,M,Tarde,Primípara,Normal,386.2,32.3,277.2
Nelore,F,Manhã,Multípara,Normal,451.2,29.6,238.2
Nelore,F,Noite,Primípara,Normal,401.5,29.4,243.1
Nelore,F,Tarde,Multípara,Normal,484.5,32.8,256.5
Nelore,F,Tarde,Primípara,Normal,471.0,25.5,227.2
Nelore,F,Noite,Primípara,Normal,443.2,29.3,241.1
Nelore,M,Tarde,Multípara,Normal,436.8,34.1,286.5
Nelore,M,Noite,Multípara,Normal,441.5,36.6,295.5
Nelore,F,Tarde,Multípara,Normal,450.3,35.8,249.4
Nelore,M,Noite,Primípara,Normal,419.1,30.7,260.9
Nelore,M,Tarde,Multípara,Normal,394.5,35.4,288.9
Nelore,F,Manhã,Multípara,Normal,495.5,22.0,242.9
Nelore,M,Tarde,Multípara,Normal,434.6,36.7,300.0
Nelore,F,Manhã,Multípara,Normal,456.7,27.8,262.0
Nelore,F,Tarde,Multípara,Normal,461.4,29.3,256.4
Nelore,M,Tarde,Multípara,Normal,462.9,33.3,280.3
Nelore,F,Tarde,Multípara,Normal,403.0,29.5,243.2
Nelore,F,Manhã,Multípara,Normal,383.0,30.6,261.3
Nelore,F,Manhã,Primípara,Normal,426.5,33.3,287.8
Nelore,F,Tarde,Multípara,Normal,465.8,28.8,255.0
Nelore,F,Noite,Multípara,Distocia,420.9,26.7,233.9
Nelore,M,Manhã,Multípara,Normal,435.8,37.4,300.2
Nelore,M,Tarde,Multípara,Distocia,535.1,33.6,287.0
Nelore,F,Tarde,Multípara,Normal,376.2,35.8,267.3
Nelore,F,Tarde,Multípara,Normal,419.8,32.6,264.0
Nelore,M,Manhã,Primípara,Normal,525.9,26.5,282.0
Nelore,F,Tarde,Multípara,Normal,448.2,31.9,250.8
Nelore,M,Manhã,Multípara,Normal,421.8,29.0,250.1
Nelore,F,Noite,Multípara,Normal,496.8,30.0,265.9
Nelore,F,Manhã,Multípara,Normal,452.2,29.8,252.3
Nelore,F,Manhã,Primípara,Normal,436.1,23.6,223.2
Nelore,F,Manhã,Multípara,Normal,457.7,27.6,231.5
Nelore,F,Manhã,Primípara,Normal,423.7,35.1,266.8
Nelore,F,Tarde,Multípara,Normal,409.3,30.7,226.5
Nelore,F,Manhã,Multípara,Normal,445.5,29.5,251.6
Nelore,M,Manhã,Multípara,Normal,409.6,37.4,297.7
Nelore,M,Tarde,Multípara,Normal,450.4,30.8,283.7
Nelore,M,Manhã,Multípara,Normal,464.2,31.7,276.8
Nelore,F,Manhã,Multípara,Normal,484.1,33.0,247.6
Nelore,F,Noite,Multípara,Normal,495.1,28.8,260.8
Nelore,F,Tarde,Multípara,Normal,433.8,27.8,256.4
Nelore,F,Noite,Primípara,Normal,470.0,21.7,225.5
Nelore,F,Noite,Multípara,Normal,469.7,27.2,252.0
Nelore,F,Tarde,Multípara,Normal,463.1,27.2,263.8
Nelore,F,Manhã,Primípara,Normal,430.8,29.0,248.6
Nelore,M,Tarde,Multípara,Normal,408.9,30.2,264.5
Nelore,F,Noite,Multípara,Normal,470.1,36.5,281.7
Nelore,M,Tarde,Multípara,Normal,381.7,28.8,253.0
Nelore,M,Tarde,Multípara,Normal,439.3,36.2,273.3
Nelore,F,Manhã,Multípara,Normal,347.9,30.7,246.1
Nelore,F,Noite,Multípara,Normal,396.5,32.4,243.2
Nelore,M,Tarde,Primípara,Distocia,414.9,32.7,262.8
Nelore,M,Noite,Multípara,Normal,493.9,25.3,262.4
Nelore,F,Manhã,Multípara,Normal,477.5,30.0,248.4
Nelore,F,Manhã,Multípara,Normal,427.8,29.2,261.5
Nelore,M,Manhã,Primípara,Normal,479.2,27.1,292.1
Nelore,F,Tarde,Primípara,Normal,485.5,29.9,276.6
Nelore,F,Manhã,Primípara,Normal,443.6,33.6,271.2
Nelore,F,Manhã,Multípara,Normal,394.6,22.0,227.2
Nelore,M,Noite,Multípara,Normal,441.7,30.4,257.6
Nelore,M,Manhã,Primípara,Normal,446.1,26.8,264.1
Nelore,M,Noite,Multípara,Normal,400.7,32.2,299.0
Nelore,F,Manhã,Multípara,Normal,464.7,29.0,244.5
Nelore,F,Noite,Multípara,Distocia,461.2,28.2,255.3
Nelore,M,Tarde,Multípara,Normal,467.8,34.1,288.5
Nelore,M,Noite,Primípara,Normal,461.2,35.4,258.1
Nelore,M,Noite,Multípara,Normal,479.2,40.0,312.0
Nelore,F,Manhã,Primípara,Normal,442.8,26.3,254.8
Nelore,M,Manhã,Multípara,Normal,458.1,26.5,267.0
Nelore,M,Manhã,Multípara,Normal,434.1,33.7,296.6
Nelore,F,Tarde,Multípara,Normal,426.6,34.8,238.6
Nelore,F,Noite,Multípara,Normal,503.5,32.4,247.5
Nelore,F,Tarde,Multípara,Normal,368.2,34.8,252.2
Nelore,M,Tarde,Multípara,Normal,485.1,31.3,289.3
Nelore,F,Manhã,Multípara,Normal,425.2,28.2,258.0
Nelore,F,Noite,Primípara,Normal,420.0,28.8,250.3
Nelore,M,Noite,Multípara,Normal,460.5,31.0,264.8
Nelore,F,Manhã,Multípara,Normal,390.4,32.0,248.6
Nelore,M,Tarde,Multípara,Normal,417.4,34.9,289.6
Nelore,M,Manhã,Multípara,Normal,416.0,35.1,260.3
Nelore,F,Tarde,Multípara,Distocia,441.1,31.5,242.0
Nelore,F,Tarde,Multípara,Normal,417.8,30.7,243.0
Nelore,F,Manhã,Multípara,Normal,514.0,32.4,257.7
Nelore,F,Tarde,Multípara,Normal,521.9,24.1,252.0
Nelore,F,Manhã,Primípara,Normal,369.1,29.1,221.9
Nelore,F,Tarde,Multípara,Normal,471.8,30.2,258.7
Nelore,M,Tarde,Multípara,Normal,484.3,32.6,293.5
Nelore,M,Manhã,Multípara,Distocia,471.7,31.7,285.6
Nelore,F,Tarde,Multípara,Distocia,423.7,31.3,225.8
Nelore,M,Tarde,Multípara,Normal,440.2,30.3,256.2
Nelore,F,Manhã,Multípara,Normal,420.1,33.4,257.3
Nelore,M,Manhã,Multípara,Normal,433.2,33.4,277.6
Nelore,M,Tarde,Primípara,Normal,401.6,31.0,305.0
Nelore,M,Noite,Multípara,Normal,445.4,29.9,279.6
Nelore,F,Manhã,Multípara,Normal,389.9,32.4,247.8
Nelore,M,Manhã,Primípara,Normal,442.0,31.1,274.5
Nelore,F,Manhã,Multípara,Normal,400.1,27.7,222.2
Nelore,M,Tarde,Multípara,Normal,458.3,31.8,287.6
Nelore,M,Manhã,Multípara,Distocia,422.8,33.9,269.7
Nelore,M,Manhã,Primípara,Distocia,461.6,32.2,271.2
Nelore,M,Tarde,Primípara,Normal,493.3,32.0,287.5
Nelore,M,Tarde,Multípara,Normal,513.6,32.3,292.9
Nelore,F,Manhã,Primípara,Distocia,348.9,31.6,207.9
Nelore,F,Tarde,Multípara,Normal,416.6,33.7,264.3
Nelore,M,Tarde,Primípara,Normal,437.9,32.7,269.8
Nelore,M,Manhã,Multípara,Normal,468.4,30.2,276.7
Nelore,M,Manhã,Primípara,Normal,384.0,27.3,273.8
Nelore,M,Noite,Primípara,Normal,410.7,28.9,287.6
Nelore,F,Manhã,Multípara,Normal,455.2,35.9,245.0
Nelore,M,Tarde,Primípara,Distocia,453.4,31.3,269.2
Nelore,F,Noite,Multípara,Normal,465.1,36.4,271.5
Nelore,M,Manhã,Multípara,Normal,467.7,31.6,263.7
Nelore,F,Manhã,Multípara,Normal,463.5,29.2,259.7
Nelore,M,Tarde,Multípara,Normal,457.7,31.8,282.0
Nelore,M,Noite,Primípara,Normal,452.2,30.2,278.2
Nelore,F,Noite,Primípara,Normal,476.6,26.2,233.4
Nelore,M,Tarde,Multípara,Normal,360.4,28.6,262.9
Nelore,M,Manhã,Multípara,Normal,511.8,33.5,303.1
Nelore,M,Tarde,Multípara,Normal,361.8,35.2,276.2
Nelore,F,Tarde,Multípara,Normal,406.8,37.3,255.7
Nelore,M,Tarde,Multípara,Normal,440.9,30.7,270.2
Nelore,M,Manhã,Primípara,Normal,476.9,29.4,280.3
Nelore,F,Manhã,Multípara,Normal,330.2,27.7,226.8
Nelore,F,Tarde,Multípara,Normal,448.9,33.4,269.1
Nelore,F,Tarde,Multípara,Normal,481.7,32.4,255.1
Nelore,M,Manhã,Multípara,Normal,489.8,29.4,264.8
Nelore,M,Manhã,Multípara,Normal,422.1,29.3,273.4
Nelore,M,Noite,Primípara,Normal,438.0,33.4,275.9
Nelore,F,Tarde,Multípara,Normal,425.4,31.1,258.6
Nelore,M,Manhã,Multípara,Normal,434.3,34.3,283.4
Nelore,M,Manhã,Multípara,Normal,408.7,29.4,275.0
Nelore,F,Manhã,Primípara,Normal,414.4,22.9,214.7
Nelore,F,Noite,Primípara,Normal,467.4,25.9,244.0
Nelore,F,Tarde,Multípara,Normal,455.3,32.1,247.6
Nelore,F,Tarde,Multípara,Normal,469.7,36.3,254.1
Nelore,F,Tarde,Multípara,Normal,458.6,28.7,237.7
Nelore,M,Manhã,Multípara,Normal,478.2,38.8,294.8
Nelore,F,Noite,Multípara,Distocia,485.1,32.5,266.4
Nelore,M,Tarde,Multípara,Normal,380.3,27.8,252.3
Nelore,M,Manhã,Multípara,Normal,415.8,32.6,261.2
Nelore,F,Manhã,Multípara,Normal,440.7,32.6,256.7
Nelore,F,Tarde,Primípara,Distocia,449.1,21.2,218.3
Nelore,F,Noite,Primípara,Normal,423.2,30.4,241.2
Nelore,M,Manhã,Multípara,Normal,486.5,35.5,292.3
Nelore,F,Noite,Multípara,Normal,529.2,31.2,276.6
Nelore,F,Tarde,Primípara,Normal,457.4,28.3,255.0
Nelore,F,Manhã,Primípara,Normal,453.4,28.0,252.5
Nelore,F,Manhã,Multípara,Normal,484.0,29.3,239.2
Nelore,F,Manhã,Primípara,Normal,375.4,25.0,260.9
Nelore,M,Tarde,Multípara,Normal,451.1,29.9,287.6
Nelore,M,Manhã,Multípara,Normal,489.2,30.8,289.0
Nelore,M,Manhã,Primípara,Normal,424.3,30.8,259.3
Nelore,F,Tarde,Multípara,Normal,400.9,28.3,249.8
Nelore,F,Tarde,Primípara,Distocia,442.6,25.9,222.6
Nelore,F,Manhã,Multípara,Normal,447.6,32.3,253.0
Nelore,M,Tarde,Primípara,Normal,413.7,31.6,253.4
Nelore,F,Tarde,Primípara,Normal,533.8,26.9,239.9
Nelore,F,Tarde,Primípara,Distocia,430.9,30.0,242.4
Nelore,F,Noite,Primípara,Normal,403.9,27.1,248.0
Nelore,M,Manhã,Primípara,Normal,446.3,30.7,284.4
Nelore,F,Noite,Multípara,Normal,486.3,32.9,270.6
Nelore,M,Tarde,Multípara,Normal,450.7,30.2,274.8
Nelore,F,Tarde,Multípara,Normal,469.4,26.5,239.2
Nelore,M,Tarde,Multípara,Normal,415.1,31.6,277.1
Nelore,M,Tarde,Multípara,Normal,509.5,27.9,288.6
Nelore,M,Manhã,Multípara,Normal,472.5,31.2,281.3
Nelore,F,Tarde,Multípara,Normal,491.9,29.2,268.7
Nelore,F,Tarde,Multípara,Normal,464.6,22.6,231.1
Nelore,M,Tarde,Multípara,Normal,483.0,33.6,277.2
Nelore,M,Manhã,Multípara,Normal,415.1,31.5,273.3
Nelore,F,Noite,Multípara,Normal,430.3,33.5,257.2
Nelore,F,Tarde,Multípara,Normal,503.9,30.6,258.7
Nelore,M,Manhã,Multípara,Normal,512.4,34.2,310.2
Nelore,F,Tarde,Multípara,Normal,404.1,33.6,261.7
Nelore,F,Tarde,Multípara,Normal,460.0,29.6,233.3
Nelore,F,Tarde,Multípara,Normal,432.8,30.0,265.8
Nelore,F,Tarde,Multípara,Normal,422.1,25.3,201.1
Nelore,M,Noite,Multípara,Normal,461.4,35.7,316.8
Nelore,F,Manhã,Primípara,Normal,495.6,28.1,248.6
Nelore,F,Tarde,Primípara,Distocia,468.1,25.5,229.1
Nelore,M,Noite,Multípara,Distocia,437.2,34.2,272.9
Nelore,M,Noite,Multípara,Normal,470.6,25.5,271.4
Nelore,F,Tarde,Primípara,Normal,435.6,27.2,240.9
Nelore,F,Noite,Multípara,Normal,466.5,32.7,257.7
Nelore,F,Manhã,Multípara,Normal,505.9,28.7,270.8
Nelore,F,Noite,Multípara,Normal,366.9,27.8,238.9
Nelore,M,Manhã,Primípara,Normal,481.9,29.3,266.4
Nelore,M,Manhã,Primípara,Distocia,388.4,24.5,250.8
Nelore,M,Manhã,Multípara,Normal,499.1,34.1,299.0
Nelore,F,Tarde,Multípara,Normal,424.5,29.6,238.7
Nelore,F,Manhã,Multípara,Normal,401.3,29.2,250.2
Nelore,F,Manhã,Multípara,Normal,477.8,29.2,250.3
Nelore,F,Manhã,Multípara,Normal,464.6,30.0,249.6
Nelore,M,Manhã,Primípara,Normal,410.0,32.5,272.2
Nelore,M,Tarde,Multípara,Normal,399.9,31.8,243.0
Nelore,F,Tarde,Multípara,Normal,442.5,25.9,232.3
Nelore,M,Manhã,Multípara,Normal,401.8,33.7,285.6
Nelore,F,Tarde,Multípara,Normal,407.5,31.5,247.1
Nelore,F,Noite,Multípara,Normal,454.6,30.6,236.8
Nelore,M,Tarde,Multípara,Normal,411.4,35.2,293.8
Nelore,F,Manhã,Multípara,Normal,467.1,30.1,249.2
Nelore,F,Tarde,Multípara,Distocia,509.6,33.3,242.6
Nelore,M,Manhã,Multípara,Normal,444.1,36.2,316.1
Nelore,F,Manhã,Primípara,Normal,455.2,30.2,238.8
Nelore,F,Manhã,Multípara,Normal,530.7,27.8,267.1
Nelore,M,Noite,Primípara,Normal,402.5,30.1,258.9
Nelore,F,Manhã,Primípara,Distocia,497.6,32.2,254.3
Nelore,M,Manhã,Multípara,Normal,492.8,27.5,264.4
Nelore,F,Manhã,Primípara,Normal,484.2,27.3,233.6
Nelore,M,Noite,Primípara,Normal,501.7,29.5,287.7
Nelore,M,Tarde,Multípara,Normal,461.2,29.4,280.1
Nelore,M,Manhã,Multípara,Normal,426.7,34.6,296.8
Nelore,F,Tarde,Multípara,Normal,493.8,31.1,259.0
Nelore,M,Tarde,Primípara,Normal,495.3,28.4,304.4
Nelore,M,Tarde,Primípara,Distocia,494.2,32.3,280.6
Nelore,M,Manhã,Primípara,Normal,451.8,30.0,282.1
Nelore,M,Noite,Multípara,Normal,421.4,29.3,252.7
Nelore,M,Manhã,Primípara,Normal,457.7,28.4,264.7
Nelore,F,Tarde,Multípara,Normal,487.7,31.3,265.2
Nelore,F,Manhã,Multípara,Normal,491.0,32.8,262.2
Nelore,F,Manhã,Primípara,Normal,432.8,27.0,242.3
Nelore,F,Manhã,Multípara,Normal,462.6,31.6,246.2
Nelore,F,Tarde,Multípara,Normal,397.6,34.7,255.5
Nelore,F,Manhã,Multípara,Normal,489.4,26.2,247.9
Nelore,F,Tarde,Primípara,Normal,418.7,29.6,230.1
Nelore,M,Manhã,Multípara,Normal,481.4,34.5,298.7
Nelore,F,Tarde,Multípara,Normal,404.0,29.7,222.0
Nelore,M,Noite,Multípara,Normal,491.3,35.7,297.7
Nelore,M,Tarde,Primípara,Normal,462.9,37.1,315.9
Nelore,F,Tarde,Multípara,Normal,418.7,31.0,256.1
Nelore,M,Tarde,Multípara,Normal,477.7,31.3,290.5
Nelore,M,Manhã,Multípara,Normal,426.4,34.9,273.0
Nelore,M,Noite,Multípara,Normal,480.0,34.5,312.0
Nelore,M,Manhã,Primípara,Normal,439.0,22.9,272.2
Nelore,F,Tarde,Primípara,Normal,381.2,28.5,225.8
Nelore,F,Tarde,Multípara,Normal,410.7,28.8,235.4
Nelore,F,Manhã,Primípara,Normal,432.8,29.7,261.7
Nelore,F,Manhã,Multípara,Normal,504.7,29.4,278.3
Nelore,F,Tarde,Primípara,Normal,486.0,28.2,235.8
Nelore,F,Noite,Multípara,Normal,515.0,27.4,241.2
Nelore,F,Noite,Multípara,Distocia,516.1,32.2,253.7
Nelore,F,Tarde,Multípara,Distocia,428.6,35.0,223.2
Nelore,F,Tarde,Multípara,Normal,442.5,27.5,242.7
Nelore,F,Noite,Multípara,Normal,433.5,25.8,251.3
Nelore,M,Manhã,Multípara,Normal,423.1,32.1,258.9
Nelore,F,Manhã,Primípara,Normal,376.3,28.4,236.5
